,Ticker,Name,Exchange,Category Name,Country
29718,PASUPTAC.BO,Pasupati Acrylon Ltd.,BSE,,India
29737,ACROPETAL.NS,Acropetal Technologies Limited,NSI,Information Technology Services,India
29751,ACC4.BO,ACC4.BO,BSE,,India
29754,TREEHOUSE.NS,Tree House Education & Accessories Limited,NSI,Education & Training Services,India
29782,ACC.NS,ACC Limited,NSI,General Building Materials,India
29791,ACROPETAL-EQ.NS,ACROPETAL TECHNOLOGIES LIMITED,NSI,,India
29802,ACROPETAL.BO,ACROPETAL TECHNOLOGIES LTD.,BSE,,India
29808,ACE.BO,Action Construction Equipment Ltd,BSE,,India
29813,VARDHACRLC-EQ.NS,VARDHMAN ACRYLICS INR10,NSI,,India
29853,ACEMEN.BO,ACE MEN ENGG WORKS LIMITED,BSE,,India
29866,IMPAL.BO,India Motor Parts and Accessories Limited,BSE,,India
29876,VARDHACRLC.NS,Vardhman Acrylics Limited,NSI,Textile Industrial,India
29909,ACROW.BO,Acrow India Ltd.,BSE,,India
29915,ACME.BO,Acme Resources Limited,BSE,,India
29958,ADINATHBI.BO,Adinath Bio-labs Ltd.,BSE,,India
29976,HINDADH.BO,Hindustan Adhesives Limited,BSE,,India
29995,AMTL.NS,Advance Metering Technology Limited,NSI,Electric Utilities,India
29996,AMTL.BO,ADVANCE METERING TECHNOLOGY LT,BSE,,India
30016,ADVPETR-B.BO,Advance Petrochemicals Ltd.,BSE,,India
30018,ADVENT.BO,Advent Computer Services Ltd.,BSE,,India
30019,ADVANTA.NS,Advanta Limited,NSI,,India
30021,ADSL.NS,Allied Digital Services Ltd,NSI,Information Technology Services,India
30023,ADSDIAG.BO,Ahluwalia Contracts (India) Limited,BSE,,India
30045,ADIRASA.BO,Adi Rasayan Limited,BSE,,India
30049,ADHUNIK.NS,Adhunik Metaliks Limited,NSI,Steel & Iron,India
30061,ADARSHPL.BO,Adarsh Plant Protect Ltd.,BSE,,India
30062,ADANITRANS.NS,Adani Transmissions Limited,NSI,Electric Utilities,India
30063,ADANIENT.NS,Adani Enterprises Limited,NSI,Industrial Metals & Minerals,India
30064,ADANIENT.BO,ADANI ENTERPRISES LTD.,BSE,,India
30101,ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,NSI,Lodging,India
30132,MAHAREM.BO,MAHAVIR ADVANCED REMEDIES LTD.,BSE,,India
30136,ADVLIFE.BO,ADVANCE LIFESTYLES LTD.,BSE,,India
30143,ADANITRANS.BO,Adani Transmission Limited,BSE,,India
30148,SAL.BO,SANGAM ADVISORS LTD.,BSE,,India
30151,SABTN.BO,SRI ADHIKARI BROTHERS TELEVISI,BSE,,India
30168,ADCC.BO,ADCC Infocad Limited,BSE,,India
30216,ADANIPORTS6.BO,ADANIPORTS6.BO,BSE,,India
30226,ADANITRANS-BE.NS,Adani Transmission Ltd,NSI,,India
30239,SONALAD.BO,Sonal Adhesives Ltd,BSE,,India
30252,ADHBHUTIN.BO,Adhbhut Infrastructure Ltd.,BSE,,India
30272,NEWMKTADV.BO,NEW MARKETS ADVISORY LTD.,BSE,,India
30302,ADITYAINF.BO,ADITYA INFO-SOFT LTD.,BSE,,India
30309,BIRLAMONEY.BO,ADITYA BIRLA MONEY LTD.,BSE,,India
30357,MARSONS.BO,Advance Powerinfra Tech Ltd,BSE,,India
30447,ADSLBBPH.BO,ALLIEDDIG*,BSE,,India
30477,ADORMUL.BO,Ador Multiproducts Ltd,BSE,,India
30512,ADLABS.BO,Adlabs Entertainment Limited,BSE,,India
30514,ADHARSHILA.BO,ADHARSHILA CAPITAL SERVICES LI,BSE,,India
30527,PRESSMN.BO,PRESSMAN ADVERTISING LIMITED,BSE,,India
30559,ONELIFECAP.NS,Onelife Capital Advisors Limited,NSI,Investment Brokerage - National,India
30561,ADTYFRG.BO,Aditya Forge Ltd,BSE,,India
30579,ADFFOODS-EQ.NS,ADF FOODS LIMITED,NSI,,India
30607,ADSL-EQ.NS,ALLIED DIGITAL SER INR5,NSI,,India
30609,ADVIKLA.BO,Advik Laboratories Ltd.,BSE,,India
30654,ADITYASP.BO,Aditya Spinners Limited,BSE,,India
30659,ADAMCO.BO,ADAM COMSOF LTD.,BSE,,India
30681,ADHUNIK-EQ.NS,ADHUNIK METALIKS LIMITED,NSI,,India
30741,PRESSMN.NS,Pressman Advertising Limited,NSI,Advertising Agencies,India
30755,ADVANIHOTR-EQ.NS,ADVANI HOTELS & RE INR2.00,NSI,,India
30757,NIKHILAD.BO,Nikhil Adhesives Ltd.,BSE,,India
30786,ADARSH.BO,ADARSH MERCANTILE LTD,BSE,,India
30789,ADVANTA.BO,Advanta Limited,BSE,,India
30803,ADLABS-EQ.NS,ADLABS ENTERTAINME INR10,NSI,,India
30813,ADANIPOWER.BO,Adani Power Limited,BSE,,India
30817,PFRL.NS,Aditya Birla Fashion and Retail Limited,NSI,,India
30825,ADDLP.BO,ADD-LIFE PHARMA LTD.,BSE,,India
30830,GCMCAPI.BO,GCM CAPITAL ADVISORS LTD,BSE,,India
30852,ADIFINCHM.BO,ADI FINECHEM LTD.,BSE,,India
30856,ADI-EQ.NS,ADI FINECHEM LTD INR10,NSI,,India
30858,ADORWELD.NS,Ador Welding Limited,NSI,Diversified Machinery,India
30881,ONELIFECAP.BO,ONELIFE CAPITAL ADVISORS LTD.,BSE,,India
30904,PRESSMN-EQ.NS,PRESSMAN ADVERTISI INR2,NSI,,India
30918,ADHUNIK.BO,Adhunik Metaliks Limited,BSE,,India
30927,ADANIPORTS.BO,ADANI PORTS AND SPECIAL ECONOM,BSE,,India
30961,ADVMULT.BO,ADVANCE MULTITECH LTD.,BSE,,India
30965,ADVNCMIC.BO,Advanced Micronic Devices Ltd.,BSE,,India
30978,KJMCCORP.BO,KJMC CORPORATE ADVISORS (INDIA,BSE,,India
31013,ADIEXRE.BO,Adinath Exim Resources Ltd,BSE,,India
31024,ADDIND.BO,Addi Industries Limited,BSE,,India
31055,ADVIK.BO,ADVIK INDUSTRIES LIMITED,BSE,,India
31058,BIRLAMONEY.NS,Aditya Birla Money Limited,NSI,Investment Brokerage - National,India
31105,ADSL.BO,Allied Digital Services Ltd.,BSE,,India
31127,ADANIPOWER.NS,Adani Power Limited,NSI,Diversified Utilities,India
31153,ADHUNIKIND.BO,ADHUNIK INDUSTRIES LTD,BSE,,India
31190,SPARC.NS,Sun Pharma Advanced Research Company Limited,NSI,Drugs - Generic,India
31224,SDAFIIIGR-MF.NS,SBI MUTUAL FUND SBI DUAL ADVANT,NSI,,India
31227,ADITYPL.BO,ADITYPL.BO,BSE,,India
31356,ADLABS.NS,Adlabs Entertainment Limited,NSI,Entertainment - Diversified,India
31390,NAVIGANT.BO,Navigant Corporate Advisors Li,BSE,,India
31416,SABTN-EQ.NS,SRI ADHIKARI BROTHERS TELEVISIO,NSI,,India
31418,INTELLADV.BO,INTELLIVATE CAPITAL ADVISORS L,BSE,,India
31435,ADFFOODS.BO,ADF FOODS LTD.,BSE,,India
31452,AEGISLOG.BO,Aegis Logistics Limited,BSE,,India
31477,AEONIA.BO,AEONIAN INVESTMENTS CO.LTD.,BSE,,India
31666,AEGISCHEM.NS,Aegis Logistics Limited,NSI,,India
31671,TANAA.BO,Taneja Aerospace and Aviation Limited,BSE,,India
31681,AEGISLOGBB.BO,AEGIS LOGIS,BSE,,India
31738,AEGISLOBBPH.BO,AEGIS LOGIS*,BSE,,India
31755,AEL.BO,Amba Enterprises Ltd.,BSE,,India
31785,AECENTP.BO,AEC ENTERPRISES LTD.,BSE,,India
31809,AFTEK.NS,Aftek Limited,NSI,,India
31841,AFTEK-BZ.NS,AFTEK LIMITED,NSI,,India
31872,AFTEK6.BO,AFTEK6.BO,BSE,,India
31910,AFEL.BO,A.F. ENTERPRISES LTD,BSE,,India
31948,AFTEK.BO,AFTEK LTD.,BSE,,India
31997,AFTEK-BE.NS,AFTEK-BE.NS,NSI,,India
32033,BASANTGL.BO,Basant Agro Tech (India) Limited,BSE,,India
32035,ARIES.NS,Aries Agro Limited,NSI,Agricultural Chemicals,India
32052,TEEAI.BO,Teesta Agro Industries Ltd.,BSE,,India
32072,PRIMAGR.BO,Prima Agro Limited,BSE,,India
32075,REIAGROLTD-EQ.NS,REI AGRO LTD INR1,NSI,,India
32077,NAISARG.BO,NAISARGIK AGRITECH (INDIA) LTD,BSE,,India
32094,IFBAGRO.NS,IFB Agro Industries Limited,NSI,Beverages - Wineries & Distillers,India
32097,HATSUN.BO,Hatsun Agro Product Limited,BSE,,India
32099,GREENFIRE.NS,Proseed India Limited,NSI,Agricultural Chemicals,India
32119,DRAGARWQ.BO,Dr. Agarwal's Eye Hospital Limited,BSE,,India
32162,ATFL.NS,Agro Tech Foods Limited,NSI,Food - Major Diversified,India
32167,AMRAAGRI.BO,Amraworld Agrico Ltd.,BSE,,India
32183,AGRODUTCH.NS,Agro Dutch Industries Limited,NSI,Farm Products,India
32204,AGCNET.NS,AGC Networks Limited,NSI,Business Software & Services,India
32230,NAGTECH.BO,Nagarjuna Agri Tech Ltd,BSE,,India
32233,RASHELAG.BO,Rashel Agrotech Limited,BSE,,India
32242,AKASAGC.BO,AKASH AGENCIES LTD.,BSE,,India
32246,AGIIL.BO,AGI Infra Limited,BSE,,India
32255,CRYPTAG.BO,CRYPTOGEN AGRO INDUSTRIES LTD.,BSE,,India
32258,NATNLSTEEL.BO,NATIONAL STEEL & AGRO INDUSTRI,BSE,,India
32262,BELAGRO.BO,Bell Agromachina Ltd.,BSE,,India
32273,RATNAMAGRO.BO,RATNAMANI AGRO INDUSTRIES LTD,BSE,,India
32279,RAFL.BO,Raghuvansh Agrofarms Limited,BSE,,India
32297,NATNLSTEEL-EQ.NS,NATIONAL STEEL & A INR10,NSI,,India
32298,AGRITECH.NS,Agri-Tech (India) Ltd,NSI,Agricultural Chemicals,India
32314,ARIES-EQ.NS,ARIES AGRO LIMITED,NSI,,India
32319,MONESHIA.BO,MONESHI AGRO INDUSTRIES LTD.,BSE,,India
32320,AGRITECH.BO,AGRI- TECH (INDIA) LTD,BSE,,India
32328,PICCADIL.BO,Piccadily Agro Industries Limited,BSE,,India
32346,NATNLSTEEL-BE.NS,NATIONAL STEEL & AGRO IND,NSI,,India
32362,GRANDMA.BO,GRANDMA TRADING & AGENCIES LTD,BSE,,India
32398,GREENFIRE-EQ.NS,GREEN FIRE AGRI CO INR1,NSI,,India
32399,INDOBRIT.BO,INDOBRIT.BO,BSE,,India
32403,RAVINDT.BO,RAVINDRA TRADING & AGENCIES LT,BSE,,India
32414,NRAGRINDQ.BO,NR Agarwal Industries Ltd,BSE,,India
32435,RAJAGRO.BO,Raj Agro Mills Ltd.,BSE,,India
32443,REIAGROLTD.BO,REI AGRO LTD.,BSE,,India
32455,SANJAG.BO,SANJIVANI AGRO INDUSTRIES LTD.,BSE,,India
32465,OSWALAGRO.BO,OSWAL AGRO MILLS LTD.,BSE,,India
32472,AGARIND-EQ.NS,AGARWAL INDUSTRIAL INR10,NSI,,India
32526,ATFL-EQ.NS,AGRO TECH FOODS LIMITED,NSI,,India
32556,IFBAGRO.BO,IFB AGRO INDUSTRIES LTD.,BSE,,India
32566,JMA-EQ.NS,JULLUNDUR MOTOR AG INR10,NSI,,India
32574,BOMBCYC.BO,Bombay Cycle & Motor Agency Ltd.,BSE,,India
32590,GENERAAGRI.BO,GENERA AGRI CORP LTD.,BSE,,India
32603,SANWARIA.BO,Sanwaria Agro Oils Limited,BSE,,India
32612,VRUNAGR.BO,VARUNA AGROPROTEINS LTD.,BSE,,India
32614,JAYAGROGN-EQ.NS,JAYANT AGRO ORGANICS LIMITED,NSI,,India
32615,AGRIMONY.BO,AGRIMONY COMMODITIES LTD,BSE,,India
32620,HATSUN-EQ.NS,HATSUN AGRO PRODUC INR1,NSI,,India
32630,TRANSAG.BO,TRANS AGRO TECH LTD.,BSE,,India
32655,NOELA.BO,NOEL AGRITECH LTD.,BSE,,India
32660,AGRITECH-BE.NS,Agri-Tech (India) Limited,NSI,,India
32672,JAYAGROGN.BO,JAYANT AGRO-ORGANICS LTD.,BSE,,India
32680,BAMBINO.BO,Bambino Agro Industries Ltd.,BSE,,India
32691,REIAGROLTD6.BO,REIAGROLTD6.BO,BSE,,India
32717,MUKTA.BO,Mukta Agriculture Limited,BSE,,India
32746,AGARIND.NS,Agarwal Industrial Corporation Ltd.,NSI,Specialty Chemicals,India
32747,USHERAGRO.BO,USHER AGRO LTD.,BSE,,India
32772,AGRMARI.BO,AGRI-MARINE EXPORTS LTD.,BSE,,India
32784,HINDUST.BO,HINDUSTAN AGRIGENETICS LTD.,BSE,,India
32788,SMADL.BO,Shri Mahalaxmi Agricultural De,BSE,,India
32801,GREENFIRE.BO,GREEN FIRE AGRI COMMODITIES LT,BSE,,India
32802,SYPAGFD.BO,SYP AGRO FOODS LTD.,BSE,,India
32812,OMEAG.BO,Omega Ag-Seeds (Punjab) Ltd.,BSE,,India
32814,REIAGROLTD-BE.NS,REI AGRO LTD INR1,NSI,,India
32825,SCAGRO.BO,SC Agrotech Limited,BSE,,India
32834,DHANUKA.BO,Dhanuka Agritech Ltd,BSE,,India
32836,ARIES.BO,Aries Agro Limited,BSE,,India
32854,UMREAGR.BO,CIAN AGRO IND & INFRA LTD,BSE,,India
32859,AMBICAAGAR.BO,AMBICA AGARBATHIES & AROMA IND,BSE,,India
32875,ELEFLOR.BO,Elegant Floriculture & Agrotech (India) Limited,BSE,,India
32880,BHARATAGRI.BO,BHARAT AGRI FERT & REALTY LTD.,BSE,,India
32899,AGRODUTCH.BO,AGRO DUTCH INDUSTRIES LTD.,BSE,,India
32915,AGCNET.BO,AGC NETWORKS LIMITED,BSE,,India
32918,GREENFIELD.BO,MUDUNURU LIMITED,BSE,,India
32955,GALAGEX.BO,GALAXY AGRICO EXPORTS LTD.,BSE,,India
32971,AGRITECH-EQ.NS,AGRI-TECH (INDIA) INR10,NSI,,India
32987,NAGAAGRI.BO,Nagarjuna Agrichem Limited,BSE,,India
32994,BCPAL.BO,BIRDHI CHAND PANNALAL AGENCIES,BSE,,India
33002,PARKERAC.BO,Parker Agrochem Exports Ltd.,BSE,,India
33032,SATGAGR.BO,SATGURU AGRO INDUSTRIES LTD.,BSE,,India
33038,GOKULAGRO.NS,Gokul Agro Resources Limited,NSI,Food - Major Diversified,India
33043,SUNILAGR.BO,Sunil Agro Foods Ltd,BSE,,India
33053,BHASKAGR.BO,BHASKAR AGROCHEMICALS LTD.,BSE,,India
33056,DHARNAG.BO,DHARNENDRA AGRO FOOD INDUSTRIE,BSE,,India
33067,SEASTAG.BO,SOUTH EAST AGRO INDUSTRIES LTD,BSE,,India
33085,AGSINFO.BO,AGS INFOTECH LIMITED,BSE,,India
33115,SHIVAAGRO.BO,SHIVA GLOBAL AGRO INDUSTRIES L,BSE,,India
33124,UNQAGRO.BO,UNIQUE AGRO PROCESSORS (INDIA),BSE,,India
33128,GDTRAGN.BO,G.D.TRADING & AGENCIES LTD.,BSE,,India
33130,HATSUN.NS,Hatsun Agro Product Limited,NSI,Food - Major Diversified,India
33151,GOKULAGRO.BO,Gokul Agro Resources Ltd,BSE,,India
33152,SWAGRO.BO,SWARNAJYOTHI AGROTECH & POWER,BSE,,India
33187,MAYAGRP.BO,MAYA AGRO PRODUCTS LTD.,BSE,,India
33189,PIONAGR.BO,Pioneer Agro Extracts Ltd,BSE,,India
33202,AGIOPAPER.BO,Agio Paper & Industries Ltd,BSE,,India
33216,SPTRSHI.BO,Saptarishi Agro Industries Limited,BSE,,India
33238,MPAGI.BO,M. P. Agro Industries Ltd,BSE,,India
33241,CORAGRO.BO,COROMANDEL AGRO PRODUCTS & OIL,BSE,,India
33247,SHELINT.BO,SC Agrotech Limited,BSE,,India
33253,DHANUKA.NS,Dhanuka Agritech Limited,NSI,Agricultural Chemicals,India
33259,ASHAI.BO,Ashiana Agro Industries Ltd.,BSE,,India
33284,JVLAGRO.NS,JVL Agro Industries Limited,NSI,Food - Major Diversified,India
33287,ATFL.BO,AGRO TECH FOODS LTD.,BSE,,India
33294,AGRODUTCH-BE.NS,AGRO DUTCH INDUSTRIES LTD,NSI,,India
33297,RKB.BO,RKB AGRO INDUSTRIES LIMITED,BSE,,India
33325,NEPCAGRO.BO,NEPC AGRO FOODS LTD.,BSE,,India
33333,TWIROST.BO,TWIN ROSES TRADES & AGENCIES L,BSE,,India
33340,VITANAGRO.BO,VITAN AGRO INDUSTRIES LTD,BSE,,India
33353,AGARIND.BO,Agarwal Industrial Corporation Ltd,BSE,,India
33362,KGNAGRO.BO,KGN AGRO INTERNATIONALS LTD.,BSE,,India
33370,NAPL.BO,Naturite Agro Products Limited,BSE,,India
33384,REIAGROLTD.NS,REI Agro Limited,NSI,Food - Major Diversified,India
33390,SMPLXTR.BO,Simplex Trading & Agencies Ltd.,BSE,,India
33419,SH-ANJY.BO,SHRI ANJANEY AGRO FOODS LTD.,BSE,,India
33437,NATNLSTEEL.NS,National Steel and Agro Industries Limited,NSI,Steel & Iron,India
33441,MAISF.BO,Archon Industries Limited,BSE,,India
33459,AHLUCONT.BO,Ahluwalia Contracts (India) Limited,BSE,,India
33464,AHLWEST.NS,Asian Hotels (West) Limited,NSI,Lodging,India
33472,AHMEDFORG.NS,Metalyst Forgings Limited,NSI,,India
33474,AHURAWE.BO,AHURA WELDING ELECTRODE MANUFA,BSE,,India
33479,AHIMSA-SO.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33481,AHIMSA-SQ.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33488,AHIMSA-SM.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33497,AHLWEST.BO,ASIAN HOTELS (WEST) LTD.,BSE,,India
33512,AHLEAST.BO,ASIAN HOTELS (EAST) LTD.,BSE,,India
33523,AHIMSA-SL.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33528,AHIMSA-SP.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33539,AHLUCONT.NS,Ahluwalia Contracts (India) Limited,NSI,General Contractors,India
33542,AHLEAST.NS,Asian Hotels (East) Limited,NSI,Lodging,India
33543,AHIMSA-SI.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33551,AHMDSTE.BO,Ahmedabad Steelcraft Ltd.,BSE,,India
33555,AHIMSA-ST.NS,AHIMSA INDUSTRIES INR10,NSI,,India
33626,AICHAMP.NS,AI Champdany Industries Limited,NSI,Textile Industrial,India
33628,AIAENG.NS,AIA Engineering Limited,NSI,Diversified Machinery,India
33645,AIMLBBPH.BO,AIML*,BSE,,India
33718,AIFL.BO,ASHAPURA INTIMATES FASHION LTD,BSE,,India
33745,AIAENG.BO,AIA Engineering Ltd.,BSE,,India
33892,AIMCOPEST.BO,AIMCO PESTICIDES LTD.,BSE,,India
33894,AINFRA.BO,A Infrastructure Limited,BSE,,India
33905,KFA6.BO,KFA6.BO,BSE,,India
33966,AICHAMP-EQ.NS,AI CHAMPDANY INDUS INR5,NSI,,India
34022,SUPERIA.BO,SUPERIA.BO,BSE,,India
34033,KFA.BO,Kingfisher Airlines Limited,BSE,,India
34054,AIIL.BO,Authum Investment & Infrastruc,BSE,,India
34072,AIRL.BO,Anubhav Industrial Resources L,BSE,,India
34122,BHARTIARTL6.BO,BHARTIARTL6.BO,BSE,,India
34125,PATELSAI.BO,Patels Airtemp (India) Limited,BSE,,India
34127,BHARTIARTL.BO,Bharti Airtel Limited,BSE,,India
34136,AIML.BO,ALLIANCE INTEGRATED METALIKS L,BSE,,India
34145,AIPCL.BO,AIPCL,BSE,,India
34182,AIL6.BO,AIL6.BO,BSE,,India
34216,JETAIRWAYS.NS,Jet Airways (India) Limited,NSI,Major Airlines,India
34220,AICHAMP.BO,AI CHAMPDANY INDUSTRIES LTD.,BSE,,India
34274,AIFL.NS,Ashapura Intimates Fashion Limited,NSI,Textile - Apparel Clothing,India
34316,KFA-BZ.NS,KINGFISHER AIRLINES LTD,NSI,,India
34364,AIFL-EQ.NS,ASHAPURA INTIMATES INR10,NSI,,India
34414,AIL.NS,GE Power India Limited,NSI,,India
34429,AISHWARYA.BO,Aishwarya Technologies and Telecom Limited,BSE,,India
34443,AJMERA.NS,Ajmera Realty & Infra India Limited,NSI,Property Management,India
34458,AJANTPHARM.NS,Ajanta Pharma Limited,NSI,Drug Manufacturers - Major,India
34460,AJMERA.BO,Ajmera Realty & Infra India Limited,BSE,,India
34478,AJANTSOY.BO,Ajanta Soya Limited,BSE,,India
34481,AJEL.BO,Ajel Limited,BSE,,India
34488,AJCON.BO,Ajcon Global Services Ltd.,BSE,,India
34489,SHREEAJIT.BO,Shree Ajit Pulp & Paper limited,BSE,,India
34491,SAPPL.BO,Shree Ajit Pulp And Paper Ltd.,BSE,,India
34494,AJANTPHARM.BO,AJANTA PHARMA LTD.,BSE,,India
34542,AKARTOOL.BO,Akar Tools Ltd.,BSE,,India
34550,AKZOINDIA.NS,Akzo Nobel India Limited,NSI,Specialty Chemicals,India
34617,AKZOINDIA-EQ.NS,AKZO NOBEL INDIA LIMITED,NSI,,India
34623,AKZOINDIA.BO,AKZO NOBEL INDIA LIMITED,BSE,,India
34624,ASHFL.BO,Akme Star Housing Finance Limi,BSE,,India
34630,AKZOINDIA6.BO,AKZOINDIA6.BO,BSE,,India
34639,AKCAPIT.BO,A. K. Capital Services Limited,BSE,,India
34658,AKARLAMIN.BO,AKAR LAMINATORS LTD.,BSE,,India
34707,AKSCHEM.BO,AksharChem India Ltd,BSE,,India
34709,AKSHOPTFBR.NS,Aksh Optifibre Limited,NSI,Communication Equipment,India
34740,AKSPINTEX.BO,A.K. Spintex Ltd.,BSE,,India
34781,AKASHDEEP.BO,AKASHDEEP METAL INDUSTRIES LIM,BSE,,India
34819,ALPA.BO,Alpa Laboratories Ltd,BSE,,India
34825,ALLSEC.NS,Allsec Technologies Limited,NSI,Business Services,India
34827,ALKALI.BO,Alkali Metals Ltd.,BSE,,India
34836,SHAHALLOYS.BO,SHAH ALLOYS LTD.,BSE,,India
34837,SALSTEEL.BO,S.A.L. Steel Limited,BSE,,India
34847,IMFA.BO,Indian Metals & Ferro Alloys Limited,BSE,,India
34851,GUJALKALI.BO,Gujarat Alkalies and Chemicals Limited,BSE,,India
34854,FERROALL.BO,Ferro Alloys Corp. Ltd.,BSE,,India
34855,FACORALL.BO,Facor Alloys Ltd.,BSE,,India
34867,BALASORE.BO,Balasore Alloys Limited,BSE,,India
34882,ASALCBR.BO,Associated Alcohols & Breweries Limited,BSE,,India
34924,ALOKTEXT.NS,Alok Industries Limited,NSI,Textile Industrial,India
34929,ALLSEC.BO,Allsec Technologies Limited,BSE,,India
34932,ALLCARGO.BO,Allcargo Logistics Limited,BSE,,India
34936,ALKEM.NS,Alkem Laboratories Limited,NSI,Drugs - Generic,India
34937,ALKADIA.BO,Alka Diamond Industries Limited,BSE,,India
34959,ALFAICA.BO,Alfa ICA (India) Ltd.,BSE,,India
34963,ALEMBICLTD.BO,Alembic Ltd.,BSE,,India
34971,ALCHCORP.BO,Alchemist Corporation Limited,BSE,,India
35009,METKORE.NS,Metkore Alloys & Industries Limited,NSI,Industrial Metals & Minerals,India
35019,ALLSOFT.BO,ALLSOFT CORPORATION LTD.,BSE,,India
35021,ALANSCOTT.BO,Alan Scott Industries Ltd.,BSE,,India
35023,ALICON.BO,ALICON CASTALLOY LIMITED,BSE,,India
35025,HINDALUMI.BO,Hind Aluminium Industries Ltd,BSE,,India
35028,APLLTD.BO,ALEMBIC PHARMACEUTICALS LTD.,BSE,,India
35036,ALSAMRN-B.BO,ALSA MARINE & HARVESTS LTD.,BSE,,India
35039,BHRKALM.BO,Bhoruka Aluminium Limited,BSE,,India
35045,UNIMETA.BO,UNI-METAL ALLOYS LTD.,BSE,,India
35054,RISHDIGA.BO,Rishabh Digha Steel & Allied Products Ltd.,BSE,,India
35058,GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,NSI,Chemicals - Major Diversified,India
35060,PACL.BO,Punjab Alkalies and Chemicals Ltd.,BSE,,India
35069,MANAKALUCO-EQ.NS,MANAKSIA ALUMINIUM INR1,NSI,,India
35092,ASIANAL-B.BO,ASIAN ALLOYS LTD.,BSE,,India
35109,MANAKALUCO-BE.NS,Manak Aluminium Co. Ltd.,NSI,,India
35110,ALPICFIN.BO,ALPICFIN.BO,BSE,,India
35114,MAANALU.BO,MAAN ALUMINIUM LTD.,BSE,,India
35115,GAL.BO,GYSCOAL ALLOYS LTD.,BSE,,India
35125,ASHOKALC.BO,Ashok Alco-Chem Ltd,BSE,,India
35133,ALFAVIO.BO,Alfavision Overseas (India) Limited,BSE,,India
35143,ALBK.BO,ALLAHABAD BANK,BSE,,India
35145,SHAHALLOYS-EQ.NS,SHAH ALLOYS INR10,NSI,,India
35153,NATIONALUM.BO,NATIONAL ALUMINIUM CO.LTD.,BSE,,India
35167,IMFA.NS,Indian Metals and Ferro Alloys Limited,NSI,Steel & Iron,India
35178,BELLARYS.BO,BELLARY STEELS & ALLOYS LTD.,BSE,,India
35179,MASL.BO,MAX ALERT SYSTEMS LTD.,BSE,,India
35186,ALKEM.BO,Alkem Laboratories Limited,BSE,,India
35187,SALSTEEL.NS,S.A.L. Steel Limited,NSI,Steel & Iron,India
35195,TUTIALKA.BO,Tuticorin Alkali Chemicals and Fertilisers Limited,BSE,,India
35196,ALACRIHS.BO,ALACRITY HOUSING LTD.,BSE,,India
35217,KUTCSAL.BO,KUTCH SALT & ALLIED INDUSTRIES,BSE,,India
35221,ALPSINFO.BO,ALPS INFOSYS LTD.,BSE,,India
35223,ALICON.NS,Alicon Castalloy Limited,NSI,Metal Fabrication,India
35226,ALNATRD.BO,ALNA TRADING & EXPORTS LTD.,BSE,,India
35233,ALCARGOBBPH.BO,ALLCARGOLO*,BSE,,India
35242,ALPA-EQ.NS,ALPA LABORATORIES INR10,NSI,,India
35244,HARSTEEL.BO,HARYANA STEEL & ALLOYS LTD.,BSE,,India
35263,PADALPO.BO,PADMANABH ALLOYS & POLYMERS LT,BSE,,India
35269,ALMONDZ.BO,Avonmore Capital & Management Services Limited,BSE,,India
35272,ALPHAGEO.BO,Alphageo (India) Limited,BSE,,India
35276,ALLSEC-EQ.NS,ALLSEC TECHNOLOGIE INR10,NSI,,India
35280,IMFA-EQ.NS,INDIAN METALS & FERRO ALLOYS LI,NSI,,India
35281,ALBK.NS,Allahabad Bank,NSI,Money Center Banks,India
35285,SHBAJRG.BO,Shri Bajrang Alloys Ltd.,BSE,,India
35317,ALCHEM.BO,ALCHEMIST LTD.,BSE,,India
35328,RMGALLOY.BO,RMG ALLOY STEEL LIMITED,BSE,,India
35337,MAITHANALL.BO,MAITHAN ALLOYS LTD.,BSE,,India
35347,APLLTD.NS,Alembic Pharmaceuticals Limited,NSI,Drugs - Generic,India
35348,ALOKTEXT.BO,ALOK INDUSTRIES LTD.,BSE,,India
35356,ALORA.BO,Alora Trading Company Limited,BSE,,India
35363,ALUFLUOR.BO,Alufluoride Ltd,BSE,,India
35378,ALOKTEXT-EQ.NS,ALOK INDUSTRIES LIMITED,NSI,,India
35385,NICCOUCO.BO,Nicco Uco Alliance Credit Limited,BSE,,India
35391,SHAHALLOYS.NS,Shah Alloys Limited,NSI,Steel & Iron,India
35405,CHEMFALKAL-EQ.NS,CHEMFAB ALKALIS LIMITED,NSI,,India
35414,GAL-EQ.NS,GYSCOAL ALLOYS LIMITED,NSI,,India
35416,ALKALI.NS,Alkali Metals Limited,NSI,Specialty Chemicals,India
35428,ALKYLAMINE.BO,ALKYL AMINES CHEMICALS LTD.,BSE,,India
35431,NITINALOY.BO,Nitin Alloys Global Ltd.,BSE,,India
35433,ALANKIT.NS,Alankit Limited,NSI,Business Services,India
35435,EUROSOFTAL.BO,EUROPEAN SOFTWARE ALLIANCES LT,BSE,,India
