,Ticker,Name,Exchange,Category Name,Country
65653,ESSRINV.BO,ESSAR INVESTMENTS LTD.,BSE,,India
65664,ESTAR.BO,E.STAR INFOTECH LTD.,BSE,,India
65673,ESSARSHPNG.BO,ESSAR SHIPPING LTD.,BSE,,India
65686,COCHMAL.BO,COCHIN MALABAR ESTATES & INDUS,BSE,,India
65690,LANESEDA.BO,LAN ESEDA INDUSTRIES LTD.,BSE,,India
65703,PREMKUT.BO,PREM KUTIR ESTATES & PROPERTIE,BSE,,India
65709,IBREALEST.NS,Indiabulls Real Estate Limited,NSI,Property Management,India
65721,ESSAROIL.NS,Essar Oil Ltd.,NSI,,India
65726,ESTPP.BO,ESTAR INFOPP,BSE,,India
65738,NITESHEST.NS,Nitesh Estates Limited,NSI,Real Estate Development,India
65790,ESSMCAT.BO,ESSEM CATALYST LTD.,BSE,,India
65793,ESSAROIL4.BO,ESSAROIL4.BO,BSE,,India
65808,ESSAROIL.BO,Essar Oil Ltd.,BSE,,India
65855,ESARIND.BO,Esaar India Ltd,BSE,,India
65877,ESSARSHPNG-EQ.NS,ESSAR SHIPPING POR INR10,NSI,,India
65885,ESSKAY.BO,ESSKAY TELECOM LTD.,BSE,,India
65891,NITESHEST.BO,NITESH ESTATES LTD,BSE,,India
65911,PRESTIGE.NS,Prestige Estates Projects Limited,NSI,Real Estate Development,India
65920,ESSJSYN.BO,ESSJAY SYNTHETICS LTD.,BSE,,India
65923,ESTER-EQ.NS,ESTER INDUSTRIES LIMITED,NSI,,India
65952,ESABINDIA.BO,ESAB India Limited,BSE,,India
65978,ESHAMEDIA.BO,ESHA MEDIA RESEARCH LIMITED,BSE,,India
65981,PRESTIGE-IL.NS,PRESTIGE ESTATES PROJECTS LIMIT,NSI,,India
66061,ESSARSEC.BO,ESSAR SECURITIES LTD,BSE,,India
66096,ESSARPORT.NS,ESSAR PORTS LIMITED,NSI,,India
66101,RELGOLD.NS,R* Shares Gold ETF,NSI,,India
66104,INIFTY.NS,ICICI Prudential Nifty ETF,NSI,,India
66129,RELGRNIFTY.NS,Invesco India Nifty ETF,NSI,,India
66131,M50.NS,Motilal Oswal MOSt Shares M50 ETF,NSI,,India
66136,KOTAKNIFTY.NS,Kotak Nifty ETF,NSI,,India
66137,KOTAKGOLD.NS,Kotak Gold ETF,NSI,,India
66141,ETT.BO,ETT LTD,BSE,,India
66150,UTISENSETF.NS,UTI Sensex ETF,NSI,,India
66153,RELNV20.NS,R*Shares NV20 ETF,NSI,,India
66155,N100.NS,Motilal Oswal MOSt Shares NASDAQ 100 ETF,NSI,,India
66162,GOLDSHARE.NS,UTI Gold ETF,NSI,,India
66164,LICNFENGP.NS,LIC MF ETF Nifty 50,NSI,,India
66168,KOTAKBKETF.NS,Kotak Banking ETF,NSI,,India
66170,IDBIGOLD.NS,IDBI Gold ETF,NSI,,India
66180,RELIGAREGO.NS,Invesco India Gold ETF,NSI,,India
66181,IDBIGOLD-EQ.NS,IDBI MUTUAL FUND IDBI GOLD ETF,NSI,,India
66183,HDFCMFGETF.NS,HDFC Gold ETF,NSI,,India
66190,RELCNX100.NS,R* Shares CNX 100 ETF,NSI,,India
66194,IGOLD.NS,ICICI Prudential GOLD ETF,NSI,,India
66195,RELCONS.NS,R*Shares Consumption ETF,NSI,,India
66196,HDFCNIFETF.NS,HDFC Nifty ETF,NSI,,India
66205,HDFCSENETF.NS,HDFC Sensex ETF,NSI,,India
66212,SBISENSEX.BO,SBI MUTUAL FUND - SBI ETF SENS,BSE,,India
66214,ETPCORP.BO,ETP CORPORATION LTD.,BSE,,India
66215,ICNX100.NS,ICICI Prudential Nifty100 ETF,NSI,,India
66220,IPGETF.NS,ICICI Prudential GOLD ETF,NSI,,India
66222,RELBANK.NS,R* Shares Banking ETF,NSI,,India
66229,M100-EQ.NS,MOST SHARES M100 ETF,NSI,,India
66231,UTINIFTETF.NS,UTI Nifty ETF,NSI,,India
66232,RELNIFTY.NS,R* Shares Nifty ETF,NSI,,India
66240,KOTAKPSUBK.NS,Kotak PSU Bank ETF,NSI,,India
66242,KOTAKNV20.NS,Kotak NV 20 ETF,NSI,,India
66258,RELGRNIFTY-EQ.NS,RELIGARE MUTUAL FD NIFFTY ETF,NSI,,India
66272,EUROMULTI.NS,Euro Multivision Limited,NSI,Data Storage Devices,India
66273,EUROMULTI.BO,EURO MULTIVISION LTD.,BSE,,India
66274,EUROLED.BO,Euro Leder Fashion Ltd.,BSE,,India
66292,EUPHARMLAB.BO,EUPHARMA LABORATORIES LTD.,BSE,,India
66293,EUROMULTI-BE.NS,EURO MULTIVISION L INR10,NSI,,India
66360,EUREKAI.BO,Eureka Industries Ltd.,BSE,,India
66361,EUROMULTI-EQ.NS,EURO MULTIVISION L INR10,NSI,,India
66419,INDOEURO.BO,INDO EURO INDCHEM LTD.,BSE,,India
66427,EUROTEXIND.BO,EUROTEX INDUSTRIES & EXPORTS L,BSE,,India
66443,EVERLON.BO,Everlon Synthetics Ltd,BSE,,India
66444,EVEREADY.NS,Eveready Industries India Limited,NSI,Diversified Electronics,India
66448,EVERESTIND.BO,EVEREST INDUSTRIES LTD.,BSE,,India
66485,HINDEVER.BO,Hindustan Everest Tools Limited,BSE,,India
66495,EVERESTO.BO,Everest Organics Limited,BSE,,India
66524,EVEREADY.BO,EVEREADY INDUSTRIES INDIA LTD.,BSE,,India
66527,EVERESTIND.NS,Everest Industries Limited,NSI,General Building Materials,India
66532,EVERTEX.BO,EVERGREEN TEXTILES LIMITED,BSE,,India
66573,TULSI.NS,Tulsi Extrusions Limited,NSI,Rubber & Plastics,India
66574,TULSI.BO,Tulsi Extrusions Limited,BSE,,India
66586,RELGOLD.BO,Reliance Mutual Fund - R* Shares Gold ETF,BSE,,India
66594,MISHKA.BO,Mishka Exim Limited,BSE,,India
66597,MAGNA.BO,Magna Industries And Exports Ltd.,BSE,,India
66599,INDXTRA.BO,Indian Extractions Ltd,BSE,,India
66610,EXTCO.BO,Extol Commercial Ltd,BSE,,India
66617,EXIDEIND.NS,Exide Industries Limited,NSI,Auto Parts,India
66618,EXIDEIND.BO,Exide Industries Limited,BSE,,India
66639,INSOE.BO,Innovation Software Exports Ltd.,BSE,,India
66642,KABRAEXTRU.BO,KABRA EXTRUSIONTECHNIK LTD.,BSE,,India
66645,SOFTRAKT.BO,SOFTRAK TECHNOLOGY EXPORTS LTD,BSE,,India
66647,SHRAJOI.BO,SHRI RAJIVLOCHAN OIL EXTRACTIO,BSE,,India
66658,NATUSTO.BO,NATURAL STONE EXPORTS LTD.,BSE,,India
66661,GOLDBEES-EQ.NS,GOLDMAN SACHS GOLD GOLD EXCH TR,NSI,,India
66662,GAMIE.BO,Gamma Infoway Exalt Ltd.,BSE,,India
66668,EXCELINFO.NS,Excel Realty N Infra Limited,NSI,,India
66681,SAKUMA.BO,SAKUMA EXPORTS LTD.,BSE,,India
66683,HINDOILEXP.NS,Hindustan Oil Exploration Company Limited,NSI,Independent Oil & Gas,India
66687,EXIDEIND6.BO,EXIDE INDUSTRIES LTD,BSE,,India
66690,STEELXIND.BO,Steel Exchange India Ltd.,BSE,,India
66694,SUBHLTR.BO,SUBHLAXMI EXPORTS LTD.,BSE,,India
66695,BAROEXT.BO,BARODA EXTRUSION LTD.,BSE,,India
66696,SELANBBPH.BO,SELAN EXPLO*,BSE,,India
66701,ORBTEXP.BO,Orbit Exports Ltd.,BSE,,India
66709,KEMROCK6.BO,KEMROCK6.BO,BSE,,India
66713,POLYSPIN.BO,Polyspin Exports Ltd.,BSE,,India
66715,ROXY.BO,ROXY EXPORTS LIMITED,BSE,,India
66720,NEPTEXP.BO,NEPTUNE EXPORTS LTD.,BSE,,India
66727,RAJESHEXPO-EQ.NS,RAJESH EXPORTS INR1,NSI,,India
66730,LIQUIDBEES.BO,GOLDMAN SACHS LIQUID EXCHANGE,BSE,,India
66733,EXPOGAS.BO,Expo Gas Containers Ltd.,BSE,,India
66744,PROGRESV.BO,Progressive Extractions & Exports Limited,BSE,,India
66746,KEMROCK.BO,KEMROCK INDUSTRIES & EXPORTS L,BSE,,India
66748,EXCELINDUS.NS,Excel Industries Limited,NSI,Specialty Chemicals,India
66753,NORBTEAEXP.NS,Norben Tea & Exports Ltd,NSI,Farm Products,India
66754,RTEXPO.BO,RT Exports Ltd.,BSE,,India
66758,NAGREEKEXP.NS,Nagreeka Exports Limited,NSI,Textile Industrial,India
66763,GOLDBEES.BO,GOLDMAN SACHS GOLD EXCHANGE TR,BSE,,India
66770,INTRUBI.BO,INTEGRATED RUBIAN EXPORTS LTD.,BSE,,India
66784,HINDOILEXP.BO,Hindustan Oil Exploration Company Limited,BSE,,India
66786,JUNIORBEES.BO,Goldman Sachs Mutual Fund - Goldman Sachs Nifty Junior Exchange Traded Scheme,BSE,,India
66798,EXELON.BO,Exelon Infrastructure Ltd,BSE,,India
66800,PRAKSOV.BO,PRAKASH SOLVENT EXTRACTIONS LT,BSE,,India
66805,EXCELINDUS.BO,EXCEL INDUSTRIES LTD.,BSE,,India
66809,RAJESHEXPO.BO,RAJESH EXPORTS LTD.,BSE,,India
66813,EXCEL-EQ.NS,EXCEL REALTY N INF INR10,NSI,,India
66815,NAMASTEXP.BO,NAMASTE EXPORTS LTD.,BSE,,India
66829,OREXTR.BO,ORISSA EXTRUSIONS LTD.,BSE,,India
66831,NAGREEKEXP-EQ.NS,NAGREEKA EXPORTS INR5,NSI,,India
66832,JJEXPO.BO,JJ Exporters Ltd.,BSE,,India
66837,MACINTR.BO,MACRO (INTERNATIONAL) EXPORTS,BSE,,India
66840,CHOKGLB.BO,CHOKHANI GLOBAL EXPRESS LTD.,BSE,,India
66842,NUCLEUS.BO,NUCLEUS SOFTWARE EXPORTS LTD.,BSE,,India
66855,MCX-IL.NS,MULTI COMMODITY EX INR10,NSI,,India
66861,PREMEXPLQ.BO,Premier Explosives Limited,BSE,,India
66862,EXOTICCOAL.BO,EXOTIC COAL LTD.,BSE,,India
66864,CHARMGR.BO,CHARMINAR GRANITES EXPORTS LTD,BSE,,India
66871,GOKEX.BO,GOKALDAS EXPORTS LTD.,BSE,,India
66872,MAHAXPO.BO,MAHARASHTRA EXPLOSIVES LTD.,BSE,,India
66874,NUCLEUS.NS,Nucleus Software Exports Limited,NSI,Information Technology Services,India
66890,ORINEXP.BO,ORIND EXPORTS LTD.,BSE,,India
66893,ORBTEXP.NS,Orbit Exports Limited,NSI,Textile Industrial,India
66898,MCX.BO,MULTI COMMODITY EXCHANGE OF IN,BSE,,India
66909,IONEXCHANG.BO,ION EXCHANGE (INDIA) LTD.,BSE,,India
66913,EXPLICITFIN.BO,Explicit Finance Limited,BSE,,India
66918,SGLOBEX.BO,SG GLOBAL EXPORTS LTD.,BSE,,India
66920,SUNGRAN.BO,SUN GRANITE EXPORT LIMITED,BSE,,India
66925,SELAN.NS,Selan Exploration Technology Limited,NSI,Independent Oil & Gas,India
66928,HARIAEXPO.BO,HARIA EXPORTS LTD.,BSE,,India
66929,GOLDSHARE.BO,UTI Mutual Fund - UTI-Gold Exchange Traded Fund,BSE,,India
66932,KABRAEXTRU-EQ.NS,KABRA EXTRUSIONTEC INR5.00,NSI,,India
66938,RELBANK.BO,Reliance Mutual Fund - Reliance Banking Fund,BSE,,India
66939,NORBTEAEXP.BO,NORBEN TEA & EXPORTS LTD.,BSE,,India
66941,IGOLD-EQ.NS,ICICI PRUDENTIAL A GOLD EXCHANG,NSI,,India
66949,THPAPEX.BO,THAPAR EXPORTS LTD.,BSE,,India
66950,KEMROCK.NS,Kemrock Industries and Exports Limited,NSI,Rubber & Plastics,India
66951,RAJESHEXPO.NS,Rajesh Exports Limited,NSI,Jewelry Stores,India
66959,EXIDEIND-EQ.NS,EXIDE INDUSTRIES LIMITED,NSI,,India
66963,SBIGETS.BO,SBI Mutual Fund - SBI-ETF Gold,BSE,,India
66970,SUNDYEX.BO,Sunday Exports Ltd,BSE,,India
66973,DEVHARI.BO,Devhari Exports (India) Limite,BSE,,India
66974,KLTHRAE.BO,KOLUTHARA EXPORTS LTD.,BSE,,India
66975,VISHALEXPO.BO,VISHAL EXPORTS OVERSEAS LTD.,BSE,,India
66983,UNRYLMA.BO,Uniroyal Marine Exports Ltd.,BSE,,India
66984,NIFTYBEES.BO,Goldman Sachs Mutual Fund - Goldman Sachs Nifty Exchange Traded Scheme,BSE,,India
66988,EXCEL.NS,Excel Realty N Infra Limited,NSI,General Contractors,India
66990,KABRAEXTRU.NS,Kabra Extrusiontechnik Limited,NSI,Diversified Machinery,India
66994,RAJESHEXPO4.BO,RAJESHEXPO4.BO,BSE,,India
66998,EXCEL.BO,EXCEL REALTY N INFRA LTD.,BSE,,India
67001,SANEX.BO,SANTOGEN EXPORTS LTD.,BSE,,India
67008,PRIMSOL.BO,PRIME SOLVENT EXTRACTIONS LTD.,BSE,,India
67021,NOBLEXP.BO,Noble Explochem Ltd.,BSE,,India
67027,WWLEATH.BO,Worldwide Leather Exports Limited,BSE,,India
67029,TOWELIN.BO,TOWELS INDIA EXPORTS LTD.,BSE,,India
67039,SELAN.BO,Selan Exploration Technology Limited,BSE,,India
67046,SAKUMA.NS,Sakuma Exports Limited,NSI,Farm Products,India
67050,INTRLNK.BO,INTERLINK EXPORTS LTD.,BSE,,India
67054,GOKEX.NS,Gokaldas Exports Limited,NSI,Textile - Apparel Clothing,India
67058,RJNIEXT.BO,TROMBO EXTRACTIONS LTD,BSE,,India
67062,PSUBNKBEES.BO,Goldman Sachs Mutual Fund - Goldman Sachs PSU Bank Exchange Traded Scheme,BSE,,India
67064,NAGREEKEXP.BO,NAGREEKA EXPORTS LTD.,BSE,,India
67070,HINDOILEXP6.BO,HINDOILEXP6.BO,BSE,,India
67077,LOTUSEYE-EQ.NS,LOTUS EYE CARE HOSPITAL LIMITED,NSI,,India
67117,SIMRAN.BO,Simran Farms Ltd,BSE,,India
67118,PDSMFL.NS,PDS Multinational Fashions Limited,NSI,Textile - Apparel Clothing,India
67133,FAZE3Q.BO,Faze Three Ltd.,BSE,,India
67135,FARMAXIND.NS,Farmax India Limited,NSI,Food - Major Diversified,India
67136,FAIRDSY.BO,Fairdeal Filaments Ltd,BSE,,India
67137,FACORSTE.BO,Facor Steels Ltd.,BSE,,India
67146,SOLARFM.BO,SOLAR FARMACHEM LTD.,BSE,,India
67152,FARMAXIND.BO,Farmax India Limited,BSE,,India
67160,FALCONTQ.BO,Falcon Tyres Ltd.,BSE,,India
67162,PRIYFAB.BO,PRIYADARSHINI FABS LTD.,BSE,,India
67171,SANTOSHF.BO,Santosh Fine Fab Ltd,BSE,,India
67180,FARRYIND.BO,Farry Industries Limited,BSE,,India
67199,INDTERRAIN.BO,INDIAN TERRAIN FASHIONS LTD.,BSE,,India
67204,KHTRFIB.BO,Khator Fibre & Fabrics Limited,BSE,,India
67209,VISHAL.BO,VISHAL FABRICS LTD,BSE,,India
67211,INDTERRAIN-EQ.NS,INDIAN TERRAIN FAS INR2,NSI,,India
67214,MONTECARLO.NS,Monte Carlo Fashions Limited,NSI,Textile - Apparel Clothing,India
67227,PFRL-EQ.NS,ADITYA BIRLA FASH INR10,NSI,,India
67256,JAYBFAB.BO,JAYBHARAT FABRICS MILLS LTD.,BSE,,India
67262,FLFL.BO,FUTURE LIFESTYLE FASHIONS LTD,BSE,,India
67278,FILATFASH.BO,Filatex Fashions Limited,BSE,,India
67292,SUNDRMFAST6.BO,SUNDRMFAST6.BO,BSE,,India
67293,FARMAXIND-BE.NS,FARMAX INDIA LTD INR1,NSI,,India
67308,MONTECARLO.BO,Monte Carlo Fashions Limited,BSE,,India
67318,PDSMFL.BO,PDS MULTINATIONAL FASHIONS LIM,BSE,,India
67323,FABWRT.BO,FABWRTH IND,BSE,,India
67324,FASTRAENT.BO,Fast Track Entertainment Ltd.,BSE,,India
67327,PDSMFL-EQ.NS,PDS MULTINATIONAL INR10,NSI,,India
67330,SUNDRMFAST.NS,Sundram Fasteners Limited,NSI,Auto Parts,India
67333,INDTERRAIN.NS,Indian Terrain Fashions Limited,NSI,Textile - Apparel Clothing,India
67338,KAMADGIRI.BO,KAMADGIRI FASHION LTD.,BSE,,India
67350,MONTECARLO-EQ.NS,MONTE CARLO FASHIO INR10,NSI,,India
67360,KRISHFAB.BO,KRISHANA FABRICS LIMITED,BSE,,India
67363,FLFL.NS,Future Lifestyle Fashions Limited,NSI,Apparel Stores,India
67378,RAVALSUGAR.BO,RAVALGAON SUGAR FARM LTD.,BSE,,India
67384,KFL.BO,KAVITA FABRICS LTD.,BSE,,India
67386,SAMTEX.BO,Samtex Fashions Ltd.,BSE,,India
67389,FLFL-EQ.NS,FUTURE LIFESTYLE F INR2,NSI,,India
67401,FACT.BO,FERTILIZERS & CHEMICALS TRAVAN,BSE,,India
67414,DEVFA.BO,DEV FASTENERS LTD.,BSE,,India
67469,FCSSOFT-EQ.NS,FCS SOFTWARE SOLUT INR1,NSI,,India
67474,FCSSOFT.NS,FCS Software Solutions Limited,NSI,Information Technology Services,India
67475,FCSSOFT.BO,FCS Software Solutions Limited,BSE,,India
67480,FCL.BO,FINEOTEX CHEMICAL LTD.,BSE,,India
67500,FCEL-EQ.NS,FUTURE CONSUMER EN INR6,NSI,,India
67504,FCL.NS,Fineotex Chemical Limited,NSI,,India
67516,FDC.NS,FDC Limited,NSI,Drug Manufacturers - Major,India
67531,FDCLTDBBPH.BO,FDC LIMITED*,BSE,,India
67548,FDC.BO,FDC Limited,BSE,,India
67554,FDC6.BO,FDC6.BO,BSE,,India
67559,RELCNX100-EQ.NS,RELIANCE MUTUAL FD RELIANCE ETF,NSI,,India
67578,FDC-EQ.NS,FDC LIMITED,NSI,,India
67588,FMGOETZE.BO,FEDERAL-MOGUL GOETZE (INDIA) L,BSE,,India
67600,FENOPLAS.BO,Fenoplast Ltd.,BSE,,India
67607,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,NSI,Auto Parts,India
67609,UTIFEFRGR1-MF.NS,UTI MUTUAL FUND FEF-S-I-1100D R,NSI,,India
67613,FEINDIALTD.BO,FE (INDIA) LTD,BSE,,India
67621,KRISFEP.BO,Krishna Ferro Products Limited,BSE,,India
67622,COSMOFE.BO,Cosmo Ferrites Limited,BSE,,India
67631,FEDERALBNK.NS,The Federal Bank Limited,NSI,Money Center Banks,India
67640,FERVENTSYN.BO,FERVENT SYNERGIES LTD.,BSE,,India
67644,FEDDERLOYD.BO,FEDDERS ELECTRIC AND ENG LTD,BSE,,India
67646,IMPEXFERRO.BO,IMPEX FERRO TECH LTD.,BSE,,India
67647,GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,NSI,Agricultural Chemicals,India
67654,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,NSI,Chemicals - Major Diversified,India
67657,FEDERALBNK-EQ.NS,THE FEDERAL BANK LIMITED,NSI,,India
67660,VGPRFOO.BO,VEGEPRO FOODS & FEEDS LTD.,BSE,,India
67662,MADRASFERT.BO,Madras Fertilizer Limited,BSE,,India
67668,ROHITFERRO.NS,Rohit Ferro-Tech Limited,NSI,Metal Fabrication,India
67669,MADRASFERT-EQ.NS,MADRAS FERTILIZERS INR10(DEMAT),NSI,,India
67671,FEDDERLOYD.NS,Fedders Electric and Engineering Limited,NSI,,India
67686,IMPEXFERRO.NS,Impex Ferro Tech Limited,NSI,Industrial Metals & Minerals,India
67691,GSFC6.BO,GSFC6.BO,BSE,,India
67693,GSFC.BO,Gujarat State Fertilizers & Chemicals Ltd.,BSE,,India
67697,FEROCON.BO,FERRO CONCRETE CO.(INDIA) LTD.,BSE,,India
67701,SHREEPUSHK-BE.NS,Shre Push Chem & Fert Ltd,NSI,,India
67708,SHREEPUSHK.BO,Shree Pushkar Chemicals & Fert,BSE,,India
67713,ROHITFERRO.BO,Rohit Ferro-Tech Limited,BSE,,India
67715,FEDERALBNK.BO,FEDERAL BANK LTD.,BSE,,India
67717,KHAICHEM.BO,Khaitan Chemicals & Fertilizers Ltd.,BSE,,India
67718,SHREEPUSHK-EQ.NS,SHREE PUSHKAR CHEM INR10,NSI,,India
67724,USHAIRN.BO,USHAIRN.BO,BSE,,India
67725,CHAMBLFERT.BO,CHAMBAL FERTILISERS & CHEMICAL,BSE,,India
67743,CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,NSI,Agricultural Chemicals,India
67745,DEEPAKFERT6.BO,DEEPAKFERT6.BO,BSE,,India
67746,NFL.NS,National Fertilizers Limited,NSI,Agricultural Chemicals,India
67750,GNFC.BO,Gujarat Narmada Valley Fertilizers & Chemicals Limited,BSE,,India
67753,RAASHIF.BO,RAASHI FERTILIZERS LTD.,BSE,,India
67759,ROHITFERRO-EQ.NS,ROHIT FERRO-TECH INR10,NSI,,India
67762,MADRASFERT.NS,Madras Fertilizers Limited,NSI,Agricultural Chemicals,India
67766,KIRLFER.BO,Kirloskar Ferrous Industries Limited,BSE,,India
67791,ADARCHM.BO,ADARSH CHEMICALS & FERTILIZERS,BSE,,India
67851,FGP.BO,FGP Ltd.,BSE,,India
67880,SRTRANSFI.NS,Shriram Transport Finance Co. Ltd.,NSI,,India
67881,SUMEDHA.BO,Sumedha Fiscal Services Limited,BSE,,India
67882,SRTRANSFIN.NS,Shriram Transport Finance Company Limited,NSI,Credit Services,India
67883,SREINFRA.BO,SREI Infrastructure Finance Limited,BSE,,India
67890,SIELFNS.BO,Siel Financial Services Ltd.,BSE,,India
67893,SARLAPOLY.NS,Sarla Performance Fibers Limited,NSI,Textile Industrial,India
67894,RRFIN.BO,RR Financial Consultants Limited,BSE,,India
67896,RAUNAFI.BO,RAUNAQ FINANCE LTD.,BSE,,India
67903,NCCFIN.BO,NCC Finance Limited,BSE,,India
67904,NALINLEA.BO,Nalin Lease Finance Ltd.,BSE,,India
67905,NAHARPOLY-EQ.NS,NAHAR POLY FILMS LIMITED,NSI,,India
67907,MFSL.BO,Max Financial Services Limited,BSE,,India
67916,LICHSGFIN.BO,LIC Housing Finance Ltd.,BSE,,India
67919,LADDERUP.BO,Ladderup Finance Limited,BSE,,India
67921,INTRGLB.BO,Inter Globe Finance Ltd.,BSE,,India
67922,INDUSFILA.NS,Indus Fila Limited,NSI,,India
67926,IBULHSGFIN.NS,Indiabulls Housing Finance Limited,NSI,Mortgage Investment,India
67930,HBLEAS.BO,HB Leasing & Finance Co. Ltd.,BSE,,India
67931,GVFILM.BO,GV Films Limited,BSE,,India
67933,GOLECHA.BO,Golechha Global Finance Ltd.,BSE,,India
67939,FUFITIN.BO,Fusion Fittings (I) Limited,BSE,,India
67943,FSL.NS,Firstsource Solutions Limited,NSI,Business Services,India
67944,FSL.BO,Firstsource Solutions Limited,BSE,,India
67967,FINANTECH.NS,63 Moons Technologies Limited,NSI,Technical & System Software,India
67969,FILATEX.BO,Filatex India Ltd.,BSE,,India
67980,INDUSFILA-BE.NS,INDUS FILA LIMITED,NSI,,India
67983,MUNOTHFI.BO,Munoth Financial Services Limited,BSE,,India
67985,INCFS.BO,INCAP FINANCIAL SERVICES LTD.,BSE,,India
67997,SRGSFL.BO,S R G SECURITIES FINANCE LTD,BSE,,India
68000,FINCABLES-EQ.NS,FINOLEX CABLES LIMITED,NSI,,India
68002,SPS.BO,SPS FINQUEST LTD,BSE,,India
68003,LFIC-BE.NS,Lakshmi Fin Ind Corp Ltd,NSI,,India
68004,MINDAFIN.BO,Minda Finance Limited,BSE,,India
68006,LLOYDFIN.BO,LLOYDS FINANCE LTD.,BSE,,India
68014,GBLINFRA.BO,GLOBAL INFRATECH & FINANCE LIM,BSE,,India
68019,RFSL.BO,Richfield Financial Services L,BSE,,India
68021,TCIFINANCE.BO,TCI FINANCE LTD.,BSE,,India
68022,SAVFI.BO,Savani Financials Ltd.,BSE,,India
68024,MAFLU.BO,MAFATLAL LUBRICANTS LTD.,BSE,,India
68025,RTFL.BO,Real Touch Finance Limited,BSE,,India
68026,FINCABLES6.BO,FINCABLES6.BO,BSE,,India
68033,CONSOFINVT-EQ.NS,CONSOLIDATED FINVE INR10,NSI,,India
68036,FIBERWEB.BO,Fiberweb (India) Ltd.,BSE,,India
68037,GICHSGFIN.NS,GIC Housing Finance Limited,NSI,Mortgage Investment,India
68039,KUBERFN.BO,KUBER AUTO GENERAL FINANCE & L,BSE,,India
68041,KARNAVATI.BO,Karnavati Finance Limited,BSE,,India
68046,GDLLEAS.BO,GDL Leasing & Finance Ltd,BSE,,India
68051,FIEMIND.BO,Fiem Industries Ltd.,BSE,,India
68053,SARVOTTAM.BO,Sarvottam Finvest Limited,BSE,,India
68059,IBULHSGFIN.BO,INDIABULLS HOUSING FINANCE LTD,BSE,,India
68061,CAMLINFINE.NS,CAMLIN FINE SCIENC INR1,NSI,,India
68062,SURYAKR.BO,SURYAKRIPA FINANCE LTD.,BSE,,India
68065,RLFL.BO,RAMCHANDRA LEASING & FINANCE L,BSE,,India
68066,TOKYOFIN.BO,Tokyo Finance Ltd.,BSE,,India
68069,FIRFIN.BO,First Financial Services Limited,BSE,,India
68077,KUMPFIN.BO,Kumbhat Financial Services Ltd.,BSE,,India
68080,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,NSI,Investment Brokerage - National,India
68084,JMFINANCIL.NS,JM Financial Limited,NSI,Investment Brokerage - National,India
68086,MAFATLAFIN.BO,MAFATLAL FINANCE CO.LTD.,BSE,,India
68091,KONGINT.BO,KONGARAR INTEGRATED FIBRES LTD,BSE,,India
68095,WELPLACE.BO,GENERIC ENGINEERING CONSTR&PROJ,BSE,,India
68098,SUNDARMFIN.NS,Sundaram Finance Limited,NSI,Credit Services,India
68099,FINPIPE6.BO,FINPIPE6.BO,BSE,,India
68100,OFSS.BO,ORACLE FINANCIAL SERVICES SOFT,BSE,,India
68102,LIBERAL.BO,LIBERAL FINLEASE LTD.,BSE,,India
68112,LAKSHMIFIN-BE.NS,LAKSHMIFIN-BE.NS,NSI,,India
68118,RAIPF.BO,Raj Irrigation Pipes & Fittings Ltd.,BSE,,India
68124,NAHARCAP.NS,Nahar Capital and Financial Services Limited,NSI,Asset Management,India
68126,GINNIFILA.BO,GINNI FILAMENTS LTD.,BSE,,India
68128,TRCFIN.BO,TRC Financial Services Ltd.,BSE,,India
68131,GLANCE.BO,Glance Finance Ltd.,BSE,,India
68139,UPSURGE.BO,Upsurge Investment and Finance Limited,BSE,,India
68150,KIEVFIN.BO,KIEV FINANCE LTD.,BSE,,India
68152,LEADFIN.BO,Lead Financial Services Ltd.,BSE,,India
68158,GRUH.BO,GRUH FINANCE LTD.,BSE,,India
68160,TFLL.BO,Tirupati Fin-Lease Ltd.,BSE,,India
68163,TRIAFIN.BO,TRIA FINE-CHEM LTD.,BSE,,India
68164,OFSS-EQ.NS,ORACLE FINANCIAL SERVICES SOFTW,NSI,,India
68165,RISHABFIN.BO,Rishab Financial Services Ltd,BSE,,India
68172,STERHFN.BO,STERLING HOLIDAY FINANCIAL SER,BSE,,India
68176,SRGHFL.BO,SRG HOUSING FINANCE LTD.,BSE,,India
68181,MUTHOOTFIN.BO,MUTHOOT FINANCE LTD.,BSE,,India
68187,PUNFIBR.BO,PUNJAB FIBRES LTD.,BSE,,India
68191,FIEMIND-EQ.NS,FIEM INDUSTRIES LIMITED,NSI,,India
68199,VBDESAI.BO,V. B. Desai Financial Services Limited,BSE,,India
68201,SBIHOMEFIN.BO,SBI HOME FINANCE LTD.,BSE,,India
68207,L&TFH-EQ.NS,L&T FINANCE HOLDINGS LIMITED,NSI,,India
68209,SSPNFIN.BO,SSPN Finance Limited,BSE,,India
68212,SHIVA.BO,Shivansh Finserv Limited,BSE,,India
68216,GLFL.NS,Gujarat Lease Financing Limited,NSI,Credit Services,India
68220,FINKURVE.BO,FINKURVE FINANCIAL SERVICES LT,BSE,,India
